year,source,age,country
2007,hunted,11,se
2007,hunted,2,se
2007,hunted,3,se
2007,hunted,0,se
2007,hunted,9,se
2007,hunted,10,se
2007,hunted,0,se
2007,hunted,0,se
2007,hunted,0,se
2007,bycaught,0,se
2007,hunted,1,se
2007,hunted,2,se
2007,hunted,5,se
2007,hunted,7,se
2007,bycaught,0,se
2007,bycaught,0,se
2007,hunted,9,se
2007,hunted,8,se
2007,hunted,13,se
2008,hunted,6,se
2008,hunted,2,se
2008,hunted,14,se
2008,hunted,9,se
2008,bycaught,0,se
2008,hunted,13,se
2008,hunted,1,se
2008,hunted,0,se
2008,hunted,1,se
2008,hunted,21,se
2008,hunted,3,se
2008,hunted,1,se
2008,hunted,1,se
2008,hunted,3,se
2008,hunted,1,se
2008,hunted,12,se
2008,hunted,21,se
2008,hunted,1,se
2008,hunted,1,se
2008,hunted,4,se
2008,hunted,5,se
2008,hunted,5,se
2008,hunted,9,se
2008,hunted,4,se
2008,hunted,27,se
2008,hunted,4,se
2008,hunted,4,se
2008,hunted,6,se
2008,hunted,3,se
2008,hunted,10,se
2008,hunted,12,se
2008,hunted,4,se
2008,hunted,18,se
2008,hunted,13,se
2008,hunted,15,se
2008,hunted,9,se
2008,hunted,8,se
2008,hunted,22,se
2008,hunted,2,se
2008,hunted,5,se
2008,hunted,10,se
2009,hunted,1,se
2009,hunted,2,se
2009,hunted,24,se
2009,hunted,9,se
2009,hunted,13,se
2009,hunted,9,se
2009,hunted,4,se
2009,hunted,4,se
2009,hunted,1,se
2009,bycaught,0,se
2009,bycaught,0,se
2009,bycaught,0,se
2009,hunted,6,se
2009,hunted,3,se
2009,hunted,14,se
2009,hunted,17,se
2009,hunted,5,se
2009,hunted,5,se
2009,hunted,14,se
2009,bycaught,0,se
2009,hunted,10,se
2009,hunted,1,se
2009,bycaught,1,se
2009,hunted,12,se
2009,hunted,5,se
2009,hunted,24,se
2009,hunted,7,se
2009,hunted,12,se
2009,hunted,6,se
2009,hunted,7,se
2009,bycaught,0,se
2019,hunted,12,se
2019,hunted,8,se
2019,hunted,6,se
2019,hunted,4,se
2019,hunted,5,se
